"transactionid","date","transType","meterReading","prevReading","usage","contypeid","discountcode","bill","month","year","payment","processedBy","or_number","acctID_id","penaltyCode_id"
"24512","2023-02-13","Billing","2316","2280","36","C001",\N,"73","1","2023","0","liza1973","","0000001394-01",\N
"24513","2023-02-13","Billing","878","850","7","C001",\N,"25","1","2023","0","liza1973","","0000001770-01",\N
"24514","2023-02-13","Billing","857","833","24","C001",\N,"37","1","2023","0","liza1973","","0000001392-01",\N
"24515","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001455-01",\N
"24516","2023-02-13","Billing","5276","5092","184","C001",\N,"517","1","2023","0","liza1973","","0000001420-01",\N
"24517","2023-02-13","Billing","970","969","1","C001",\N,"25","1","2023","0","liza1973","","0000001772-01",\N
"24518","2023-02-13","Billing","490","475","-475","C001",\N,"25","1","2023","0","liza1973","","0000001847-01",\N
"24519","2023-02-13","Billing","6601","6432","169","C001",\N,"472","1","2023","0","liza1973","","0000001773-01",\N
"24520","2023-02-13","Billing","0","1440","-1440","C001",\N,"25","1","2023","0","liza1973","","0000001848-01",\N
"24521","2023-02-13","Billing","1513","1481","32","C001",\N,"61","1","2023","0","ryanbohol","","0000000685-01",\N
"24522","2023-02-13","Billing","2300","2170","130","C001",\N,"355","1","2023","0","liza1973","","0000001417-01",\N
"24523","2023-02-13","Billing","1492","1457","35","C001",\N,"70","1","2023","0","liza1973","","0000001418-01",\N
"24524","2023-02-13","Billing","1225","1205","20","C001",\N,"25","1","2023","0","liza1973","","0000001428-01",\N
"24525","2023-02-13","Billing","6723","6603","120","C001",\N,"325","1","2023","0","liza1973","","0000001402-01",\N
"24526","2023-02-13","Billing","501","488","13","C001",\N,"25","1","2023","0","ryanbohol","","0000001732-01",\N
"24527","2023-02-13","Billing","759","741","18","C001",\N,"25","1","2023","0","liza1973","","0000001390-01",\N
"24528","2023-02-13","Billing","16","0","16","C001",\N,"25","1","2023","0","ryanbohol","","0000001932-01",\N
"24529","2023-02-13","Billing","4685","0","4685","C001",\N,"14020","1","2023","0","ryanbohol","","0000000688-01",\N
"24530","2023-02-13","Billing","1899","1874","25","C001",\N,"40","1","2023","0","ryanbohol","","0000000690-01",\N
"24531","2023-02-13","Billing","270","0","270","C001",\N,"775","12","2022","0","liza1973","","0000001437-01",\N
"24532","2023-02-13","Billing","8949","8927","22","C001",\N,"31","1","2023","0","ryanbohol","","0000000691-01",\N
"24533","2023-02-13","Billing","358","345","13","C001",\N,"25","1","2023","0","ryanbohol","","0000001493-01",\N
"24534","2023-02-13","Billing","2404","2339","65","C001",\N,"160","1","2023","0","liza1973","","0000001414-01",\N
"24535","2023-02-13","Billing","4530","0","4530","C001",\N,"13555","1","2023","0","ryanbohol","","0000001806-01",\N
"24536","2023-02-13","Billing","2920","2811","109","C001",\N,"292","1","2023","0","liza1973","","0000001400-01",\N
"24537","2023-02-13","Billing","3011","2984","27","C001",\N,"46","1","2023","0","ryanbohol","","0000001346-01",\N
"24538","2023-02-13","Billing","3347","3319","28","C001",\N,"49","1","2023","0","ryanbohol","","0000001289-01",\N
"24539","2023-02-13","Billing","1964","1920","44","C001",\N,"97","1","2023","0","liza1973","","0000001416-01",\N
"24540","2023-02-13","Billing","1389","1350","39","C001",\N,"82","1","2023","0","liza1973","","0000001408-01",\N
"24541","2023-02-13","Billing","919","892","27","C001",\N,"46","1","2023","0","liza1973","","0000001411-01",\N
"24542","2023-02-13","Billing","826","0","826","C001",\N,"2443","1","2023","0","liza1973","","0000001412-01",\N
"24543","2023-02-13","Billing","823","0","823","C001",\N,"2434","12","2022","0","liza1973","","0000001412-01",\N
"24544","2023-02-13","Billing","12321","12272","49","C001",\N,"112","1","2023","0","ryanbohol","","0000000694-01",\N
"24545","2023-02-13","Billing","9829","9630","199","C001",\N,"562","1","2023","0","liza1973","","0000001410-01",\N
"24546","2023-02-13","Billing","519","0","519","C001",\N,"1522","1","2023","0","liza1973","","0000001409-01",\N
"24547","2023-02-13","Billing","429","0","429","C001",\N,"1252","12","2022","0","liza1973","","0000001409-01",\N
"24548","2023-02-13","Billing","661","0","661","C001",\N,"1948","1","2023","0","ryanbohol","","0000000021-01",\N
"24549","2023-02-13","Billing","5787","5702","85","C001",\N,"220","1","2023","0","liza1973","","0000001774-01",\N
"24550","2023-02-13","Billing","553","544","553","C001",\N,"1624","1","2023","0","liza1973","","0000001396-01",\N
"24551","2023-02-13","Billing","3095","3076","-3076","C001",\N,"25","1","2023","0","liza1973","","0000001460-01",\N
"24552","2023-02-13","Billing","4041","4023","18","C001",\N,"25","1","2023","0","ryanbohol","","0000001107-01",\N
"24553","2023-02-13","Billing","548","0","548","C001",\N,"1609","12","2022","0","liza1973","","0000001396-01",\N
"24554","2023-02-13","Billing","13115","13097","18","C001",\N,"25","1","2023","0","ryanbohol","","0000000697-01",\N
"24555","2023-02-13","Billing","4559","4480","79","C001",\N,"202","1","2023","0","liza1973","","0000001406-01",\N
"24556","2023-02-13","Billing","3821","3714","107","C001",\N,"286","1","2023","0","liza1973","","0000001395-01",\N
"24557","2023-02-13","Billing","2487","2470","17","C001",\N,"25","1","2023","0","ryanbohol","","0000001101-01",\N
"24558","2023-02-13","Billing","637","626","11","C001",\N,"25","1","2023","0","liza1973","","0000001776-01",\N
"24559","2023-02-13","Billing","4852","4709","143","C001",\N,"394","1","2023","0","liza1973","","0000001403-01",\N
"24560","2023-02-13","Billing","2440","2410","30","C001",\N,"55","1","2023","0","liza1973","","0000001404-01",\N
"24561","2023-02-13","Billing","1354","1290","64","C001",\N,"157","1","2023","0","liza1973","","0000001405-01",\N
"24562","2023-02-13","Billing","1067","1065","2","C001",\N,"25","1","2023","0","ryanbohol","","0000000700-01",\N
"24563","2023-02-13","Billing","2773","2745","28","C001",\N,"49","1","2023","0","ryanbohol","","0000000701-01",\N
"24564","2023-02-13","Billing","1561","1539","22","C001",\N,"31","1","2023","0","liza1973","","0000001399-01",\N
"24565","2023-02-13","Billing","1120","1080","40","C001",\N,"85","1","2023","0","ryanbohol","","0000001423-01",\N
"24566","2023-02-13","Billing","790","783","7","C001",\N,"25","1","2023","0","liza1973","","0000001401-01",\N
"24567","2023-02-13","Billing","2427","0","2427","C001",\N,"7246","1","2023","0","liza1973","","0000001777-01",\N
"24568","2023-02-13","Billing","1085","1062","-1062","C001",\N,"25","1","2023","0","liza1973","","0000001853-01",\N
"24569","2023-02-13","Billing","1368","1346","22","C001",\N,"31","1","2023","0","ryanbohol","","0000001833-01",\N
"24570","2023-02-13","Billing","1217","1213","4","C001",\N,"25","1","2023","0","ryanbohol","","0000001482-01",\N
"24571","2023-02-13","Billing","1805","0","1805","C001",\N,"5380","12","2022","0","liza1973","","0000001777-01",\N
"24572","2023-02-13","Billing","889","851","38","C001",\N,"79","1","2023","0","liza1973","","0000001866-01",\N
"24573","2023-02-13","Billing","1712","1678","34","C001",\N,"67","1","2023","0","ryanbohol","","0000001231-01",\N
"24574","2023-02-13","Billing","3278","3167","111","C001",\N,"298","1","2023","0","liza1973","","0000001867-01",\N
"24575","2023-02-13","Billing","9661","9648","13","C001",\N,"25","1","2023","0","ryanbohol","","0000000927-01",\N
"24576","2023-02-13","Billing","2279","0","2279","C001",\N,"6802","1","2023","0","ryanbohol","","0000001072-01",\N
"24577","2023-02-13","Billing","2802","0","2802","C001",\N,"8371","1","2023","0","liza1973","","0000001868-01",\N
"24578","2023-02-13","Billing","7899","7878","21","C001",\N,"28","1","2023","0","ryanbohol","","0000000703-01",\N
"24579","2023-02-13","Billing","2611","0","2611","C001",\N,"7798","12","2022","0","liza1973","","0000001868-01",\N
"24580","2023-02-13","Billing","768","0","768","C001",\N,"2269","1","2023","0","ryanbohol","","0000001167-01",\N
"24581","2023-02-13","Billing","941","916","25","C001",\N,"40","1","2023","0","ryanbohol","","0000001840-01",\N
"24582","2023-02-13","Billing","371","364","7","C001",\N,"25","1","2023","0","liza1973","","0000000689-01",\N
"24583","2023-02-13","Billing","559","550","9","C001",\N,"25","1","2023","0","liza1973","","0000001798-01",\N
"24584","2023-02-13","Billing","1074","1038","36","C001",\N,"73","1","2023","0","liza1973","","0000001838-01",\N
"24585","2023-02-13","Billing","6697","6396","301","C001",\N,"868","1","2023","0","liza1973","","0000001888-01",\N
"24586","2023-02-13","Billing","499","470","29","C001",\N,"52","1","2023","0","ryanbohol","","0000001743-01",\N
"24587","2023-02-13","Billing","1470","0","1470","C001",\N,"4375","1","2023","0","liza1973","","0000001919-01",\N
"24588","2023-02-13","Billing","0","1518","-1518","C001",\N,"25","1","2023","0","liza1973","","0000001922-01",\N
"24589","2023-02-13","Billing","1451","0","1451","C001",\N,"4318","12","2022","0","liza1973","","0000001919-01",\N
"24590","2023-02-13","Billing","6609","6581","28","C001",\N,"49","1","2023","0","ryanbohol","","0000000705-01",\N
"24591","2023-02-13","Billing","1601","1488","113","C001",\N,"304","1","2023","0","liza1973","","0000001941-01",\N
"24592","2023-02-13","Billing","474","0","474","C001",\N,"1387","1","2023","0","liza1973","","0000001950-01",\N
"24593","2023-02-13","Billing","1886","0","1886","C001",\N,"5623","1","2023","0","ryanbohol","","0000001288-01",\N
"24594","2023-02-13","Billing","428","0","428","C001",\N,"1249","12","2022","0","liza1973","","0000001950-01",\N
"24595","2023-02-13","Billing","1769","1696","73","C001",\N,"184","1","2023","0","ryanbohol","","0000000707-01",\N
"24596","2023-02-13","Billing","941","0","941","C001",\N,"2788","1","2023","0","liza1973","","0000001974-01",\N
"24597","2023-02-13","Billing","2619","2593","26","C001",\N,"43","1","2023","0","ryanbohol","","0000001366-01",\N
"24598","2023-02-13","Billing","941","941","941","C001",\N,"2788","12","2022","0","liza1973","","0000001974-01",\N
"24599","2023-02-13","Billing","804","758","46","C002",\N,"134","1","2023","0","liza1973","","0000002012-01",\N
"24600","2023-02-13","Billing","1757","1668","89","C001",\N,"232","1","2023","0","ryanbohol","","0000001749-01",\N
"24601","2023-02-13","Billing","89","0","89","C001",\N,"232","1","2023","0","ryanbohol","","0000000291-01",\N
"24602","2023-02-13","Billing","13","0","13","C001",\N,"25","1","2023","0","ryanbohol","","0000001733-01",\N
"24603","2023-02-13","Billing","94","0","94","C001",\N,"247","1","2023","0","liza1973","","0000002070-01",\N
"24604","2023-02-13","Billing","2391","2353","38","C001",\N,"79","1","2023","0","ryanbohol","","0000000708-01",\N
"24605","2023-02-13","Billing","66","0","66","C001",\N,"163","12","2022","0","liza1973","","0000002070-01",\N
"24606","2023-02-13","Billing","1760","1722","38","C001",\N,"79","1","2023","0","ryanbohol","","0000001603-01",\N
"24607","2023-02-13","Billing","620","0","620","C001",\N,"1825","1","2023","0","ryanbohol","","0000000709-01",\N
"24608","2023-02-13","Billing","2699","0","2699","C001",\N,"8062","1","2023","0","ryanbohol","","0000000710-01",\N
"24609","2023-02-13","Billing","773","754","19","C001",\N,"25","1","2023","0","ryanbohol","","0000000966-01",\N
"24610","2023-02-13","Billing","319","96","319","C001",\N,"922","1","2023","0","liza1973","","0000002037-01",\N
"24611","2023-02-13","Billing","259","96","259","C001",\N,"742","12","2022","0","liza1973","","0000002037-01",\N
"24612","2023-02-13","Billing","6289","6279","10","C001",\N,"25","1","2023","0","ryanbohol","","0000000711-01",\N
"24613","2023-02-13","Billing","6940","6914","26","C001",\N,"43","1","2023","0","ryanbohol","","0000000712-01",\N
"24614","2023-02-13","Billing","6928","0","6928","C001",\N,"20749","1","2023","0","ryanbohol","","0000000722-01",\N
"24615","2023-02-13","Billing","4930","4915","15","C001",\N,"25","1","2023","0","ryanbohol","","0000001135-01",\N
"24616","2023-02-13","Billing","5515","0","5515","C001",\N,"16510","1","2023","0","ryanbohol","","0000001136-01",\N
"24617","2023-02-13","Billing","526","521","5","C001",\N,"25","1","2023","0","ryanbohol","","0000001490-01",\N
"24618","2023-02-13","Billing","1311","1283","28","C001",\N,"49","1","2023","0","ryanbohol","","0000001586-01",\N
"24619","2023-02-13","Billing","154","0","154","C001",\N,"427","1","2023","0","liza1973","","0000000614-01",\N
"24620","2023-02-13","Billing","21370","0","21370","C001",\N,"64075","1","2023","0","ryanbohol","","0000000713-01",\N
"24621","2023-02-13","Billing","153","0","153","C001",\N,"424","12","2022","0","liza1973","","0000000614-01",\N
"24622","2023-02-13","Billing","1022","971","51","C001",\N,"118","1","2023","0","liza1973","","0000001432-01",\N
"24623","2023-02-13","Billing","445","0","445","C001",\N,"1300","1","2023","0","liza1973","","0000001486-01",\N
"24624","2023-02-13","Billing","2347","2322","25","C001",\N,"40","1","2023","0","ryanbohol","","0000001275-01",\N
"24625","2023-02-13","Billing","401","0","401","C001",\N,"1168","12","2022","0","liza1973","","0000001486-01",\N
"24626","2023-02-13","Billing","4239","4182","57","C001",\N,"136","1","2023","0","liza1973","","0000001429-01",\N
"24627","2023-02-13","Billing","8240","8146","94","C001",\N,"247","1","2023","0","ryanbohol","","0000000716-01",\N
"24628","2023-02-13","Billing","7947","7743","204","C001",\N,"577","1","2023","0","liza1973","","0000001539-01",\N
"24629","2023-02-13","Billing","0","1533","-1533","C001",\N,"25","1","2023","0","liza1973","","0000001610-01",\N
"24630","2023-02-13","Billing","1540","1515","25","C001",\N,"40","1","2023","0","ryanbohol","","0000000731-01",\N
"24631","2023-02-13","Billing","654","634","20","C001",\N,"25","1","2023","0","liza1973","","0000001912-01",\N
"24632","2023-02-13","Billing","3345","3326","19","C001",\N,"25","1","2023","0","ryanbohol","","0000001116-01",\N
"24633","2023-02-13","Billing","366","0","366","C001",\N,"1063","1","2023","0","liza1973","","0000000512-01",\N
"24634","2023-02-13","Billing","4019","3998","21","C001",\N,"28","1","2023","0","ryanbohol","","0000000730-01",\N
"24635","2023-02-13","Billing","364","0","364","C001",\N,"1057","12","2022","0","liza1973","","0000000512-01",\N
"24636","2023-02-13","Billing","1575","1522","53","C001",\N,"124","1","2023","0","ryanbohol","","0000000728-01",\N
"24637","2023-02-13","Billing","8410","0","8410","C001",\N,"25195","1","2023","0","ryanbohol","","0000000727-01",\N
"24638","2023-02-13","Billing","4785","4758","27","C001",\N,"46","1","2023","0","ryanbohol","","0000000726-01",\N
"24639","2023-02-13","Billing","1300","1281","19","C001",\N,"25","1","2023","0","liza1973","","0000000719-01",\N
"24640","2023-02-13","Billing","1608","0","1608","C001",\N,"4789","1","2023","0","ryanbohol","","0000000724-01",\N
"24641","2023-02-13","Billing","6167","0","6167","C001",\N,"18466","1","2023","0","liza1973","","0000001939-01",\N
"24642","2023-02-13","Billing","9988","9970","-9970","C001",\N,"25","1","2023","0","liza1973","","0000001174-01",\N
"24643","2023-02-13","Billing","1085","0","1085","C001",\N,"3220","1","2023","0","ryanbohol","","0000001011-01",\N
"24644","2023-02-13","Billing","6167","0","6167","C001",\N,"18466","12","2022","0","liza1973","","0000001939-01",\N
"24645","2023-02-13","Billing","3556","3545","11","C001",\N,"25","1","2023","0","ryanbohol","","0000000723-01",\N
"24646","2023-02-13","Billing","4984","0","4984","C002",\N,"19886","1","2023","0","ryanbohol","","0000000545-01",\N
"24647","2023-02-13","Billing","42437","42299","138","C002",\N,"502","1","2023","0","ryanbohol","","0000001153-01",\N
"24648","2023-02-13","Billing","1191","1156","35","C001",\N,"70","1","2023","0","liza1973","","0000001931-01",\N
"24649","2023-02-13","Billing","2501","2481","20","C001",\N,"25","1","2023","0","ryanbohol","","0000000548-01",\N
"24650","2023-02-13","Billing","1778","1770","8","C001",\N,"25","1","2023","0","liza1973","","0000001431-01",\N
"24651","2023-02-13","Billing","1141","1030","111","C001",\N,"298","1","2023","0","ryanbohol","","0000000550-01",\N
"24652","2023-02-13","Billing","785","0","785","C001",\N,"2320","1","2023","0","liza1973","","0000001564-01",\N
"24653","2023-02-13","Billing","779","768","779","C001",\N,"2302","12","2022","0","liza1973","","0000001564-01",\N
"24654","2023-02-13","Billing","5865","5820","45","C001",\N,"100","1","2023","0","ryanbohol","","0000000554-01",\N
"24655","2023-02-13","Billing","795","786","9","C001",\N,"25","1","2023","0","liza1973","","0000001469-01",\N
"24656","2023-02-13","Billing","1736","1709","-1709","C001",\N,"25","1","2023","0","liza1973","","0000001538-01",\N
"24657","2023-02-13","Billing","3727","3693","34","C001",\N,"67","1","2023","0","ryanbohol","","0000000556-01",\N
